feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PF05007	treatment_group	ApcMUT_HpWT	0.436610832771046	0.861375050011866	9	6	0.627814456339374	0.767761828876293
PF16479	treatment_group	ApcMUT_HpWT	0.438388157387602	0.865133247861224	9	9	0.627912791587091	0.767761828876293
PF16209	treatment_group	ApcMUT_HpWT	-0.183841021771247	0.362931502780223	9	9	0.628035715341592	0.76776867573237
PF01996	treatment_group	ApcMUT_HpWT	0.118732984578801	0.234654111327801	9	9	0.628404591558049	0.767789329192658
PF03727	treatment_group	ApcMUT_HpWT	-0.396407437225482	0.783265839562416	9	9	0.628335127272923	0.767789329192658
PF07739	treatment_group	ApcMUT_HpWT	0.215683493241418	0.426064643304337	9	9	0.628250562710885	0.767789329192658
PF13498	treatment_group	ApcMUT_HpWT	-0.297906990633813	0.589485044426546	9	9	0.628820361215804	0.768153900279302
PF04893	treatment_group	ApcMUT_HpWT	-0.0622465843514625	0.12325519737849	9	9	0.629051358110316	0.768292662835742
PF00689	treatment_group	ApcMUT_HpWT	-0.0736261563835792	0.146031622721637	9	9	0.629613641460857	0.768674490330953
PF00957	treatment_group	ApcMUT_HpWT	0.292097421896668	0.5793948804505	9	8	0.629638555887328	0.768674490330953
PF18086	treatment_group	ApcMUT_HpWT	-0.634999075193314	1.25985464450375	9	5	0.629716372656516	0.768674490330953
PF12702	treatment_group	ApcMUT_HpWT	0.577352265043476	1.14657970772102	9	6	0.630038624174026	0.768924423087435
PF09605	treatment_group	ApcMUT_HpWT	0.457574242502163	0.911483638987404	9	9	0.631062647653063	0.769887018314998
PF09665	treatment_group	ApcMUT_HpWT	0.392864651141454	0.782341123028394	9	4	0.630959025235207	0.769887018314998
PF09040	treatment_group	ApcMUT_HpWT	0.262775808719086	0.525772169079625	9	4	0.632547491063063	0.771554665706744
PF09038	treatment_group	ApcMUT_HpWT	-0.227688685801328	0.45584988253583	9	8	0.632753986974154	0.771557952266355
PF13728	treatment_group	ApcMUT_HpWT	-0.214045338996943	0.428575902732943	9	2	0.632785991719671	0.771557952266355
PF03740	treatment_group	ApcMUT_HpWT	-0.214403999070066	0.429780105906918	9	9	0.63316413368211	0.771875203207103
PF13782	treatment_group	ApcMUT_HpWT	0.319696669743209	0.641750634249749	9	9	0.633636720835104	0.772307450390188
PF03417	treatment_group	ApcMUT_HpWT	0.244448136007178	0.493056396520607	9	9	0.635233350370326	0.774109319333969
PF00016	treatment_group	ApcMUT_HpWT	-0.390094310226828	0.787379937267458	9	4	0.635466709704615	0.774249515603612
PF06309	treatment_group	ApcMUT_HpWT	-0.211026148540846	0.42632808825319	9	2	0.635767317757454	0.774471579933875
PF00941	treatment_group	ApcMUT_HpWT	0.194073204806409	0.392648348565265	9	9	0.63624926164537	0.774583572996392
PF03174	treatment_group	ApcMUT_HpWT	-0.222345734208471	0.449606475961561	9	9	0.636070124856347	0.774583572996392
PF08982	treatment_group	ApcMUT_HpWT	-0.210506629333868	0.425941770119224	9	2	0.636284597912364	0.774583572996392
PF13723	treatment_group	ApcMUT_HpWT	-0.240131301573176	0.485955186995616	9	9	0.63633271522442	0.774583572996392
PF15428	treatment_group	ApcMUT_HpWT	0.507242420704512	1.02768273157267	9	8	0.636711441499605	0.774900441356409
PF18842	treatment_group	ApcMUT_HpWT	0.217771636021046	0.441990455007109	9	9	0.637297243534785	0.775469163572264
